Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
562,-1.3099822998046875,3.0021252632141113,78.40338897705078,-1.0078400005626877,-4.401963434792786,-89.0864929083734,10.802997,9.40559,15.41994,7.9444513,-12.671106,-8.5328045,6.3794336,-3.3613012,-1.4361787,9.037817,-10.318922,5.378336,-4.630507,2.2065437,9.547548,5.3129153,13.87013,-26.649406,66.14335,-6.614016,-0.17523225,9.211666,3.770251,-9.512019,28.29748,68.303055,-0.45534503,-0.8874973,-12.534312
563,-1.2884114980697632,3.0054445266723633,78.40486145019531,-1.007288219475005,-4.421081278555019,-89.08181120340285,10.826224,9.389215,15.412924,7.9423084,-12.688021,-8.515392,6.402055,-3.3775342,-1.438309,9.041282,-10.320126,5.395805,-4.619511,2.1979265,9.562744,5.3171067,13.875453,-26.676508,66.119194,-6.547127,-0.15553167,9.218678,3.7582965,-9.511342,28.295994,68.32755,-0.48621333,-0.9128203,-12.551541
564,-1.2809284925460815,2.9995646476745605,78.40234375,-1.005666759194644,-4.439181172622172,-89.07622806071119,10.848759,9.37255,15.406502,7.9400177,-12.704094,-8.503756,6.424633,-3.394228,-1.44199,9.044439,-10.323571,5.413116,-4.6182795,2.1879091,9.579228,5.3277392,13.8789015,-26.68938,66.0946,-6.49468,-0.1415389,9.226574,3.7544482,-9.511635,28.274975,68.33654,-0.51796764,-0.9342006,-12.572741
565,-1.2705528736114502,2.9941978454589844,78.4001693725586,-1.0028316969231796,-4.456954017025592,-89.06946314153872,10.874503,9.354351,15.401555,7.929971,-12.715221,-8.501888,6.4488873,-3.4117522,-1.448501,9.045343,-10.32948,5.4308968,-4.6133223,2.1770928,9.60131,5.3398285,13.883808,-26.6961,66.067795,-6.4692955,-0.13411333,9.23467,3.7688098,-9.513171,28.193815,68.31535,-0.57137364,-0.9495977,-12.593675
566,-1.2549467086791992,2.990994930267334,78.39911651611328,-1.0001263738042467,-4.4748693021990595,-89.06252335155509,10.905678,9.334213,15.39842,7.9099407,-12.721344,-8.506428,6.474974,-3.4301507,-1.4560665,9.044627,-10.337475,5.4497695,-4.609828,2.164602,9.626092,5.3524585,13.88642,-26.692429,66.04331,-6.464301,-0.1319924,9.242116,3.7957523,-9.5156555,28.080145,68.27343,-0.63868856,-0.9608269,-12.61594
567,-1.2370524406433105,2.9912607669830322,78.3974380493164,-0.9974374591528258,-4.491083335968449,-89.05534770958748,10.932691,9.314977,15.394817,7.8955264,-12.729399,-8.511085,6.499761,-3.4483309,-1.4634277,9.043446,-10.345223,5.4678583,-4.5962424,2.1544764,9.652516,5.357244,13.887295,-26.698288,66.02243,-6.461749,-0.13227646,9.24874,3.8314922,-9.520195,27.93677,68.22393,-0.7048374,-0.9730417,-12.641026
568,-1.2247064113616943,2.9871673583984375,78.39501190185547,-0.993704137252408,-4.504401957705952,-89.04890222426324,10.95532,9.297174,15.390988,7.88352,-12.737054,-8.509386,6.5190735,-3.4650264,-1.4684365,9.045346,-10.351907,5.4831095,-4.5881934,2.1465302,9.675432,5.364894,13.886032,-26.712227,65.99897,-6.4474473,-0.13223505,9.256685,3.859964,-9.525719,27.816774,68.192024,-0.7355574,-0.99028814,-12.676736
569,-1.2142447233200073,2.9813079833984375,78.39360809326172,-0.9922451575484568,-4.5134358812933515,-89.04223207447885,10.968193,9.282412,15.384983,7.88283,-12.749177,-8.497605,6.532661,-3.4796958,-1.4710224,9.047805,-10.354632,5.4954863,-4.5946474,2.1385894,9.694344,5.3805084,13.884239,-26.72501,65.968735,-6.411784,-0.12986301,9.266847,3.875566,-9.52998,27.734133,68.18624,-0.7109186,-1.0186901,-12.730857
570,-1.2039905786514282,2.9824748039245605,78.38873291015625,-0.9907804514324814,-4.519547158161467,-89.03515357594775,10.975464,9.269321,15.377627,7.886597,-12.762247,-8.4798,6.5420594,-3.4932263,-1.4722972,9.05175,-10.355744,5.5059223,-4.5894165,2.13513,9.71436,5.386595,13.880976,-26.75705,65.93936,-6.3661776,-0.12649828,9.277784,3.894692,-9.537023,27.63242,68.18516,-0.66390574,-1.0551215,-12.794169
571,-1.1888985633850098,2.976292848587036,78.3906478881836,-0.9892948972598341,-4.52415087153933,-89.03001820556946,10.983144,9.256443,15.372407,7.8875575,-12.772188,-8.4615135,6.5479417,-3.5057693,-1.4712315,9.058328,-10.357774,5.5138373,-4.596603,2.1297674,9.730901,5.402803,13.878152,-26.782665,65.90551,-6.316513,-0.12611848,9.287084,3.9049184,-9.542683,27.561504,68.19699,-0.6027043,-1.0874232,-12.8601
572,-1.1762621402740479,2.974695920944214,78.39128875732422,-0.9875943982332682,-4.528708432739276,-89.02853171314598,10.991877,9.243582,15.371044,7.88815,-12.779111,-8.448313,6.553319,-3.5182157,-1.4675623,9.065538,-10.361986,5.518887,-4.6003504,2.1250725,9.746296,5.4199595,13.874505,-26.812584,65.87261,-6.267765,-0.13162993,9.291095,3.9097323,-9.550644,27.499554,68.21384,-0.5636615,-1.1050233,-12.913812
573,-1.1655722856521606,2.9708807468414307,78.3927230834961,-0.9855385655244269,-4.533787367904465,-89.03403485528248,11.005176,9.231137,15.3775215,7.8851676,-12.77988,-8.443368,6.5560284,-3.5289326,-1.4577978,9.076833,-10.370629,5.5174417,-4.6072326,2.115284,9.759583,5.4401064,13.872996,-26.832272,65.84191,-6.215959,-0.14733608,9.287187,3.9068227,-9.554508,27.471107,68.23715,-0.5508049,-1.1000776,-12.956532
574,-1.1502480506896973,2.9717373847961426,78.39231872558594,-0.9827451162888949,-4.5385866909225205,-89.04357226820211,11.021562,9.21803,15.388713,7.8773437,-12.774218,-8.442924,6.555519,-3.5394318,-1.4442117,9.092978,-10.383204,5.5111575,-4.599484,2.1100914,9.771407,5.4604125,13.870556,-26.872353,65.80771,-6.164535,-0.16990386,9.2799015,3.9002752,-9.563066,27.433651,68.267876,-0.5600737,-1.0810807,-12.988937
575,-1.1352707147598267,2.968374729156494,78.39203643798828,-0.9812083793993053,-4.542414007477447,-89.05407889130153,11.036632,9.204881,15.400754,7.8709764,-12.769839,-8.442873,6.555956,-3.5500927,-1.430648,9.10483,-10.3936205,5.50651,-4.575318,2.1098425,9.782064,5.465884,13.865695,-26.939222,65.786224,-6.1253147,-0.19263624,9.270426,3.9135697,-9.5830765,27.386482,68.27722,-0.5787773,-1.057004,-13.011306
576,-1.1273552179336548,2.958900213241577,78.39433288574219,-0.9766875548554235,-4.545075384916123,-89.06237509513409,11.050717,9.1896,15.410318,7.862012,-12.768754,-8.438854,6.5568495,-3.5633454,-1.4208969,9.113876,-10.401465,5.5102983,-4.580109,2.102499,9.79345,5.4864926,13.862667,-26.974043,65.76079,-6.0862722,-0.20791472,9.25782,3.9064372,-9.595952,27.36979,68.30486,-0.5920893,-1.0396516,-13.028515
577,-1.11253023147583,2.955084800720215,78.39449310302734,-0.9717552179383839,-4.545263779599963,-89.06677971537451,11.060371,9.170485,15.414932,7.853649,-12.774796,-8.427581,6.5605655,-3.5813203,-1.4170394,9.113263,-10.40263,5.527785,-4.5893865,2.0931106,9.804658,5.50339,13.859655,-27.011724,65.743645,-6.0723143,-0.21641938,9.243128,3.9054375,-9.609058,27.35142,68.32359,-0.6089268,-1.0305669,-13.033674
578,-1.100354790687561,2.949104070663452,78.39519500732422,-0.9643731246779141,-4.543769855358405,-89.06920829157067,11.067797,9.149062,15.416769,7.843945,-12.78439,-8.412098,6.5650735,-3.6020174,-1.4168717,9.107781,-10.4003,5.554187,-4.5900645,2.0873477,9.815958,5.508545,13.853771,-27.068777,65.73862,-6.080032,-0.22137715,9.226493,3.9202194,-9.63412,27.320522,68.32346,-0.6339992,-1.0242995,-13.02578
579,-1.0893874168395996,2.943291187286377,78.39262390136719,-0.9594935417419481,-4.542229763519422,-89.07247055318274,11.075633,9.12837,15.420162,7.8342366,-12.794899,-8.397594,6.569689,-3.6221683,-1.4166265,9.10229,-10.397698,5.581232,-4.6011534,2.0784209,9.82778,5.518382,13.849091,-27.111513,65.734314,-6.073302,-0.21869121,9.208458,3.9260361,-9.652726,27.304367,68.332184,-0.65739185,-1.019329,-13.017071
580,-1.0780500173568726,2.9397571086883545,78.3900375366211,-0.9557843036716512,-4.5413991168343255,-89.07978874173726,11.083503,9.114596,15.429123,7.8307757,-12.806232,-8.389658,6.5738583,-3.6361847,-1.4126675,9.097937,-10.3953705,5.600279,-4.6232495,2.062924,9.84273,5.5291123,13.848486,-27.121899,65.7339,-6.0204453,-0.20574032,9.189513,3.9195611,-9.655129,27.304638,68.35336,-0.67690325,-1.0148695,-13.016743
581,-1.0706825256347656,2.9290807247161865,78.38937377929688,-0.9560638021427887,-4.545856312295405,-89.09108880029915,11.105354,9.105528,15.446745,7.8159404,-12.808504,-8.39179,6.5801706,-3.644472,-1.4049795,9.101567,-10.398554,5.607743,-4.622641,2.070233,9.853317,5.547796,13.841878,-27.185389,65.72147,-5.9300094,-0.1685089,9.177793,3.914727,-9.6793585,27.305029,68.38428,-0.67516184,-1.0117842,-13.016525
582,-1.060413122177124,2.9295620918273926,78.38743591308594,-0.9592662751759001,-4.551829708017085,-89.10613599563858,11.129323,9.102411,15.470366,7.804606,-12.810807,-8.400807,6.587599,-3.6470284,-1.3943553,9.105999,-10.402488,5.6080155,-4.6268606,2.0724797,9.869726,5.560397,13.837358,-27.22208,65.71763,-5.7883096,-0.1172518,9.162321,3.9059148,-9.695134,27.316246,68.416916,-0.6732927,-1.0094851,-13.020259
583,-1.0496723651885986,2.919975519180298,78.38722229003906,-0.9632882060346937,-4.556394196536359,-89.12253539734058,11.152184,9.100635,15.495038,7.7934613,-12.812696,-8.409879,6.592311,-3.648431,-1.3820671,9.111689,-10.405998,5.607335,-4.6353617,2.0745971,9.884688,5.5735426,13.833468,-27.252584,65.71601,-5.6431828,-0.06675452,9.149287,3.8966813,-9.7080145,27.328613,68.44824,-0.6703636,-1.006846,-13.027477
584,-1.0412189960479736,2.9141499996185303,78.38558959960938,-0.9646208294874228,-4.55550300640205,-89.13896843339226,11.166805,9.096839,15.51644,7.787019,-12.817703,-8.412129,6.59309,-3.6515265,-1.3687139,9.112172,-10.404201,5.6115446,-4.638664,2.0867712,9.890338,5.583422,13.821041,-27.308575,65.72056,-5.5498524,-0.032842673,9.147709,3.9183786,-9.747141,27.32894,68.44253,-0.65892804,-1.0015317,-13.037492
585,-1.0316376686096191,2.9039509296417236,78.3866195678711,-0.9639651896688048,-4.54810086793615,-89.15449807789051,11.172139,9.088981,15.532483,7.7829814,-12.825547,-8.403961,6.5869045,-3.657928,-1.3542169,9.110599,-10.398075,5.6233783,-4.654243,2.0922787,9.893263,5.594181,13.811142,-27.347488,65.727066,-5.49275,-0.022378296,9.149544,3.9302652,-9.77769,27.309017,68.44067,-0.6679532,-0.99543184,-13.055911
586,-1.0199934244155884,2.8973283767700195,78.38860321044922,-0.9622511650376772,-4.5361411636048885,-89.17032186306153,11.171615,9.07947,15.545891,7.780339,-12.835046,-8.389629,6.57506,-3.6654882,-1.3381656,9.109303,-10.389928,5.6392355,-4.671695,2.0962436,9.890884,5.602769,13.8023615,-27.389782,65.738716,-5.4643645,-0.025612578,9.156818,3.9447913,-9.805859,27.27486,68.43469,-0.6853922,-0.9882102,-13.081999
587,-1.0139816999435425,2.889721393585205,78.38835906982422,-0.9592380446901326,-4.521920850688083,-89.18593573983664,11.168203,9.068797,15.5583935,7.7779365,-12.842973,-8.374041,6.5626063,-3.6741724,-1.3222601,9.104142,-10.378847,5.6558843,-4.696225,2.097404,9.88448,5.6204324,13.796277,-27.41984,65.744026,-5.4466705,-0.0341785,9.167972,3.9489224,-9.825491,27.236462,68.44344,-0.6988647,-0.9840206,-13.107564
588,-1.0044445991516113,2.8843119144439697,78.38775634765625,-0.9550237876216517,-4.507781176214361,-89.20159531130963,11.16674,9.057658,15.572622,7.772852,-12.8460865,-8.36217,6.5486755,-3.683394,-1.3069717,9.104061,-10.371113,5.6698394,-4.7275414,2.0906298,9.875027,5.643379,13.793355,-27.429296,65.747856,-5.4277864,-0.04047871,9.1823635,3.9529479,-9.83444,27.206493,68.4571,-0.6945449,-0.9818047,-13.128503
589,-0.9967398047447205,2.8728461265563965,78.39047241210938,-0.9508873127938006,-4.493768288549502,-89.21734131604387,11.166354,9.045642,15.589398,7.76619,-12.842436,-8.3555155,6.5349274,-3.694014,-1.2931795,9.105822,-10.365307,5.6806426,-4.738494,2.0927336,9.868505,5.663448,13.786859,-27.443022,65.742325,-5.400671,-0.042642083,9.20268,3.9733143,-9.851888,27.124392,68.45547,-0.69080293,-0.9854808,-13.126648
590,-0.9869878888130188,2.8610148429870605,78.39232635498047,-0.9454857895579879,-4.478990624965626,-89.23352407090027,11.165227,9.033072,15.607552,7.7604127,-12.835373,-8.351392,6.521075,-3.7057276,-1.2798226,9.107566,-10.359885,5.6899695,-4.7284865,2.1026306,9.864288,5.6627364,13.771292,-27.46754,65.7497,-5.377056,-0.046273947,9.228301,4.025104,-9.886291,26.998917,68.41715,-0.68639535,-0.991032,-13.109298
591,-0.9801238775253296,2.8511741161346436,78.39344787597656,-0.9411295969369449,-4.463741135790409,-89.24860023726328,11.164963,9.019885,15.6251,7.7510486,-12.825804,-8.348197,6.5056634,-3.717577,-1.2672372,9.112354,-10.356385,5.6978116,-4.7395024,2.1066344,9.855532,5.6814923,13.758289,-27.461033,65.74526,-5.356724,-0.049297974,9.253394,4.0568233,-9.909712,26.906052,68.40625,-0.6636314,-0.99916357,-13.095641
592,-0.9716784358024597,2.8433334827423096,78.3939208984375,-0.9366362586489837,-4.448542304014033,-89.26181418398576,11.163342,9.007805,15.63992,7.7437844,-12.820274,-8.344438,6.490902,-3.7281313,-1.2553648,9.11647,-10.353194,5.7041993,-4.750918,2.1103697,9.846018,5.6998606,13.746546,-27.445595,65.739845,-5.3483624,-0.05097924,9.270722,4.0815763,-9.928221,26.830887,68.4081,-0.6357557,-1.0075762,-13.091238
593,-0.9664121866226196,2.833383560180664,78.39073944091797,-0.9343070414760366,-4.433215810276604,-89.27278334586086,11.160429,8.996821,15.650618,7.7375784,-12.819705,-8.339513,6.4769974,-3.7369697,-1.2438244,9.119085,-10.350154,5.709071,-4.755494,2.1128213,9.836269,5.71001,13.736284,-27.421665,65.741165,-5.3596864,-0.052415665,9.275512,4.107427,-9.94349,26.769966,68.4146,-0.60191876,-1.0161345,-13.101318
594,-0.9570691585540771,2.8237881660461426,78.3907241821289,-0.9319699384965546,-4.41751829926554,-89.28197642525039,11.156673,8.985997,15.658471,7.73102,-12.821321,-8.334169,6.462093,-3.7450202,-1.232796,9.123421,-10.348691,5.7125087,-4.757938,2.1177115,9.826027,5.7199845,13.725159,-27.388014,65.74028,-5.3861485,-0.053006865,9.272472,4.130596,-9.958988,26.717592,68.42845,-0.56032294,-1.0270398,-13.117959
595,-0.9483926296234131,2.816261053085327,78.39107513427734,-0.9306616324631058,-4.4025236433878625,-89.28992942171608,11.153243,8.976532,15.665984,7.7250032,-12.824017,-8.329345,6.448903,-3.7519069,-1.222873,9.126389,-10.346851,5.714496,-4.7599206,2.1266263,9.819372,5.720879,13.706845,-27.347181,65.744675,-5.406576,-0.052637737,9.267804,4.1573453,-9.983895,26.670547,68.435555,-0.52171636,-1.0353675,-13.132993
596,-0.9385423064231873,2.8058290481567383,78.39224243164062,-0.9305542690080598,-4.389161471640825,-89.2970779327495,11.150816,8.969366,15.675387,7.7196007,-12.826066,-8.325926,6.4374576,-3.757177,-1.2148985,9.1301365,-10.345378,5.714907,-4.7653437,2.1346428,9.812626,5.721828,13.6918125,-27.312963,65.74518,-5.413444,-0.049040686,9.26885,4.178468,-10.003956,26.63964,68.45102,-0.4854346,-1.0396962,-13.143701
597,-0.9312666654586792,2.795300245285034,78.39228057861328,-0.931646229599262,-4.378288245765233,-89.30269994747796,11.15026,8.965257,15.688322,7.7146187,-12.826924,-8.324582,6.4293227,-3.76073,-1.2100006,9.134114,-10.344711,5.7120476,-4.771611,2.1432312,9.80988,5.716743,13.675009,-27.2788,65.7445,-5.3903093,-0.0386536,9.277234,4.197299,-10.026594,26.61878,68.466385,-0.4541488,-1.036601,-13.144599
598,-0.9239649176597595,2.7825021743774414,78.39332580566406,-0.9337643271140604,-4.369032842654056,-89.30685317878634,11.149909,8.963613,15.70306,7.7121115,-12.828668,-8.324692,6.422565,-3.7629268,-1.207382,9.140138,-10.345744,5.7064934,-4.772032,2.1466117,9.804065,5.7125225,13.6686325,-27.25992,65.73725,-5.3618746,-0.021849649,9.290734,4.2096395,-10.035195,26.60908,68.49835,-0.420536,-1.0298878,-13.144423
599,-0.9164237380027771,2.777113914489746,78.39310455322266,-0.9379119867562208,-4.360395434334785,-89.3110015695125,11.150411,8.963033,15.71749,7.7086005,-12.829474,-8.325226,6.416915,-3.7637308,-1.2051178,9.144401,-10.344654,5.7017074,-4.778612,2.1525261,9.805168,5.702417,13.661107,-27.233273,65.729996,-5.3197455,-0.008271474,9.302679,4.216336,-10.0463505,26.600632,68.52986,-0.4048103,-1.022483,-13.1396475
600,-0.9095746278762817,2.7693402767181396,78.39435577392578,-0.9400467702677276,-4.3508631173901,-89.31671845035547,11.149705,8.962132,15.729068,7.706556,-12.830991,-8.325151,6.4105144,-3.7644863,-1.2012813,9.145559,-10.338534,5.7013626,-4.786885,2.1562319,9.802073,5.693219,13.658541,-27.22891,65.723976,-5.2983346,-0.004982486,9.315598,4.2190747,-10.051318,26.599285,68.57211,-0.40191513,-1.0183586,-13.142062
601,-0.8992995023727417,2.757517099380493,78.39523315429688,-0.9448901329803486,-4.3368870991104895,-89.32612123097788,11.146054,8.960645,15.737929,7.702076,-12.830301,-8.324774,6.398783,-3.7640553,-1.1934252,9.142992,-10.324139,5.7078056,-4.797313,2.1748967,9.797644,5.668241,13.645314,-27.252745,65.731,-5.2999725,-0.019170843,9.323931,4.221639,-10.082087,26.610384,68.612465,-0.4231384,-1.0228512,-13.139673
602,-0.892304539680481,2.748676300048828,78.39625549316406,-0.9500086669484283,-4.320794077491183,-89.33691982842943,11.138955,8.960106,15.743848,7.700353,-12.830328,-8.324518,6.3850017,-3.762263,-1.184251,9.136578,-10.303428,5.7186394,-4.803185,2.1937299,9.78694,5.638117,13.638016,-27.31258,65.74239,-5.3256645,-0.04471606,9.333752,4.2229614,-10.109467,26.630247,68.66399,-0.46482375,-1.0308329,-13.14168
603,-0.8853697180747986,2.7404890060424805,78.396484375,-0.9537245023361226,-4.307460318256562,-89.34786986964946,11.135893,8.958419,15.749498,7.6963344,-12.82966,-8.323314,6.3732114,-3.7613115,-1.1750313,9.132352,-10.284336,5.7302575,-4.811712,2.2102032,9.780751,5.6108418,13.634786,-27.370043,65.749245,-5.3485084,-0.07052981,9.343413,4.219999,-10.13113,26.636263,68.71844,-0.5077646,-1.0396405,-13.146327
604,-0.8792890906333923,2.737025260925293,78.39704895019531,-0.956929723900891,-4.301775212595763,-89.35749351569264,11.140011,8.955652,15.756718,7.694861,-12.832393,-8.320308,6.3692384,-3.762719,-1.1674186,9.131703,-10.272121,5.738991,-4.837075,2.2152689,9.78346,5.599258,13.634326,-27.384281,65.747375,-5.3458843,-0.085467555,9.355791,4.218105,-10.137967,26.625376,68.762985,-0.52511406,-1.0429527,-13.16034
605,-0.8682977557182312,2.72953724861145,78.39618682861328,-0.9593606486106739,-4.306353411406993,-89.36697143323865,11.155289,8.951457,15.767962,7.695062,-12.839148,-8.314631,6.3763657,-3.7663074,-1.160814,9.134113,-10.268125,5.743052,-4.814088,2.2366393,9.808772,5.5557694,13.630019,-27.44048,65.754745,-5.333002,-0.08766148,9.371662,4.2683754,-10.17542,26.489134,68.734276,-0.53783363,-1.0419006,-13.161547
606,-0.8625146746635437,2.7242462635040283,78.39443969726562,-0.9598098275235227,-4.31789570658411,-89.37628527543478,11.178352,8.945832,15.781315,7.695183,-12.847511,-8.307111,6.388868,-3.7720819,-1.1548254,9.1425,-10.270994,5.7446666,-4.819118,2.2482722,9.842905,5.5329714,13.625988,-27.447918,65.75159,-5.288881,-0.08155727,9.390101,4.3050375,-10.199174,26.344643,68.71048,-0.5338111,-1.0362436,-13.169299
607,-0.8545851111412048,2.719182014465332,78.394287109375,-0.9595759152591843,-4.333563162524006,-89.38295540877432,11.203856,8.939486,15.792787,7.698759,-12.858782,-8.298617,6.4072423,-3.7792416,-1.1512471,9.150303,-10.276499,5.7463117,-4.8112855,2.2614365,9.885148,5.50207,13.619441,-27.450274,65.74899,-5.2427325,-0.07127274,9.407129,4.355126,-10.225248,26.163397,68.66905,-0.52036136,-1.0320649,-13.180086
608,-0.8493496179580688,2.7117223739624023,78.39437103271484,-0.9582208154542483,-4.35050189015421,-89.38439862698579,11.229904,8.931587,15.79887,7.6999803,-12.8685665,-8.290154,6.428329,-3.7877846,-1.1517177,9.157579,-10.283334,5.750552,-4.804547,2.2726252,9.927244,5.4754286,13.610658,-27.430334,65.739716,-5.211942,-0.06086889,9.419911,4.404212,-10.248847,25.996819,68.63302,-0.47991762,-1.0346197,-13.201498
609,-0.8406701683998108,2.703589677810669,78.39372253417969,-0.9544337008999625,-4.369761622010919,-89.3788198839788,11.255891,8.92209,15.797353,7.7019258,-12.878381,-8.281983,6.4545164,-3.798373,-1.1575664,9.163088,-10.291082,5.7584076,-4.81058,2.2773263,9.968192,5.4692087,13.602839,-27.363806,65.707275,-5.2002883,-0.043753326,9.425458,4.443232,-10.262367,25.856422,68.61555,-0.38670206,-1.048557,-13.243375
610,-0.8352173566818237,2.6979007720947266,78.39115905761719,-0.9506868180981921,-4.3923228835382595,-89.36832605996571,11.2838335,8.911465,15.791057,7.7052035,-12.889505,-8.27363,6.4869785,-3.8105764,-1.167229,9.16582,-10.299656,5.7683554,-4.81468,2.278979,10.0140295,5.466867,13.594359,-27.26899,65.66368,-5.197509,-0.020486517,9.42544,4.489092,-10.272133,25.710236,68.59178,-0.2604225,-1.0690296,-13.298362
611,-0.8316372632980347,2.6916656494140625,78.38838958740234,-0.9468244971957421,-4.415074186368882,-89.35508126993136,11.311221,8.899428,15.782008,7.706991,-12.899558,-8.264807,6.5201735,-3.8237677,-1.1793171,9.168358,-10.309705,5.7793784,-4.815355,2.2805855,10.063557,5.45764,13.58301,-27.166103,65.62526,-5.1954994,-0.0049303267,9.423435,4.5304437,-10.282646,25.566395,68.57004,-0.14536259,-1.0908364,-13.35037
612,-0.8247442245483398,2.6866180896759033,78.38871765136719,-0.9419119293914844,-4.433786526529861,-89.34153079276565,11.333906,8.886483,15.771916,7.707248,-12.908292,-8.255169,6.549412,-3.8374102,-1.192391,9.169339,-10.320042,5.7904954,-4.8203664,2.2776449,10.095427,5.4493775,13.576113,-27.101456,65.60847,-5.2181683,-0.010865852,9.432318,4.560733,-10.288844,25.486057,68.57092,-0.048438862,-1.1073971,-13.396426
613,-0.8171055316925049,2.6865217685699463,78.38684844970703,-0.9360925142040579,-4.447769727846184,-89.32690632233506,11.349378,8.872358,15.759966,7.708352,-12.917342,-8.2434635,6.5753183,-3.851606,-1.2081202,9.166459,-10.330821,5.802707,-4.8226495,2.2776663,10.129446,5.4228415,13.563174,-27.049946,65.619606,-5.2399063,-0.05371916,9.448774,4.5726986,-10.303184,25.425114,68.582985,-0.019252578,-1.1158842,-13.421128
614,-0.8111310005187988,2.682034492492676,78.38704681396484,-0.9289291773496767,-4.457937257075317,-89.3106418054367,11.359339,8.856746,15.745809,7.709159,-12.92598,-8.230341,6.5982594,-3.866905,-1.2263589,9.162022,-10.343035,5.816065,-4.8235836,2.2702086,10.143183,5.404499,13.560939,-27.041708,65.64433,-5.297691,-0.12080774,9.47901,4.578338,-10.306741,25.42199,68.61832,-0.00078606355,-1.1189564,-13.445859
615,-0.8059974908828735,2.675408124923706,78.3863296508789,-0.9230743357986109,-4.467374422404518,-89.29433822535638,11.368824,8.841182,15.73118,7.708469,-12.932903,-8.218078,6.6196165,-3.881893,-1.243827,9.157751,-10.35447,5.828344,-4.8290462,2.2659583,10.161248,5.37061,13.552109,-27.030924,65.68473,-5.3459864,-0.18961117,9.503031,4.5784187,-10.322781,25.441242,68.64916,0.00083849684,-1.1228567,-13.45866
616,-0.7989997267723083,2.6716525554656982,78.38408660888672,-0.9178308684054456,-4.4758338646447315,-89.2800545968657,11.378534,8.827541,15.717957,7.70663,-12.936312,-8.209233,6.6374283,-3.8953233,-1.2567642,9.157408,-10.364369,5.8370957,-4.8344846,2.2652931,10.174826,5.341807,13.543008,-27.02739,65.7141,-5.3749156,-0.22999509,9.517056,4.5864477,-10.342774,25.476734,68.66908,0.003971677,-1.1300938,-13.46511
617,-0.7920331954956055,2.669828414916992,78.3825454711914,-0.9161071219777335,-4.4852078253233865,-89.26797042685574,11.390145,8.81619,15.706432,7.704653,-12.93514,-8.20517,6.651666,-3.9070323,-1.2626368,9.163699,-10.372009,5.8408213,-4.8322926,2.2671278,10.189668,5.3077445,13.536954,-27.033361,65.734344,-5.372592,-0.2310342,9.511385,4.5934653,-10.35962,25.514769,68.687614,-0.0031138465,-1.1471308,-13.462995
618,-0.7825899124145508,2.666726589202881,78.38301849365234,-0.9143390718862556,-4.494396620972352,-89.25709330207158,11.399866,8.807657,15.695055,7.706514,-12.932464,-8.204405,6.6644707,-3.917021,-1.2641634,9.171159,-10.37684,5.841061,-4.835671,2.2761052,10.20325,5.2719955,13.526296,-27.046284,65.75302,-5.354491,-0.20977858,9.494417,4.612748,-10.392439,25.58639,68.68385,-0.008173801,-1.1673641,-13.451576
619,-0.7728421688079834,2.6614139080047607,78.38337707519531,-0.9135351223762969,-4.501297614345613,-89.2478696727089,11.409249,8.799013,15.68522,7.7051067,-12.928421,-8.204859,6.6726103,-3.9267037,-1.2644662,9.182043,-10.3822975,5.8401146,-4.833745,2.2857113,10.213925,5.2357373,13.517471,-27.06413,65.76668,-5.3270173,-0.17789152,9.474061,4.6290545,-10.4240465,25.653194,68.68409,-0.023167023,-1.188692,-13.432293
620,-0.7674633860588074,2.65942120552063,78.38121032714844,-0.913737240825392,-4.503883503971825,-89.24039657405605,11.415073,8.790164,15.676815,7.7019916,-12.927335,-8.204728,6.6778946,-3.9361956,-1.2674356,9.188041,-10.38638,5.8402953,-4.8278627,2.2929099,10.218218,5.20339,13.512577,-27.081413,65.7742,-5.30266,-0.14844371,9.460462,4.6387467,-10.444808,25.702568,68.697075,-0.04414103,-1.2063711,-13.407524
621,-0.7590948343276978,2.653292417526245,78.38032531738281,-0.9130662294947735,-4.500299061381969,-89.23561884400713,11.41632,8.780788,15.670736,7.697626,-12.931696,-8.203327,6.678198,-3.9461312,-1.27495,9.189939,-10.39083,5.8415685,-4.830668,2.303127,10.212461,5.1852007,13.505432,-27.094564,65.76743,-5.2897153,-0.11968271,9.458502,4.6589813,-10.479695,25.766909,68.69738,-0.045162164,-1.2185506,-13.372431
